Timestamp,Language,Wordstring,Word-ID,Lexeme-ID,Strength,Strength-Bar,Word-Type,Gender,Related Lexemes,Normalized Wordstring,Infinitive Wordstring, Skill, Skill-URL
1570549796000,Swedish,b'dricker',91dc1acd20528eb23ba6244f1965336a,91dc1acd20528eb23ba6244f1965336a,0.99999,4,,,[],b'dricker',,Basics,Basics-1
1570549796000,Swedish,b'har',0782695a2a420eaa8adc20ccd8e61a1a,0782695a2a420eaa8adc20ccd8e61a1a,0.99999,4,,,[],b'har',,Basics 2,Basics-2
1570549694000,Swedish,b'fisk',6b8ac224ada57908756569a6c8cce3ab,6b8ac224ada57908756569a6c8cce3ab,0.999703,4,,,[],b'fisk',,Food,Food
1570549694000,Swedish,b'\xc3\xa4pplet',0d55fcc2ee3f5bfa8ccc2f0ef60a41b0,0d55fcc2ee3f5bfa8ccc2f0ef60a41b0,0.998767,4,,,[],b'applet',,Food,Food
1570549694000,Swedish,b'mannen',9cf6ea9db6883fa9fc3a61d3e6870b94,9cf6ea9db6883fa9fc3a61d3e6870b94,0.999987,4,,,[],b'mannen',,Basics,Basics-1
1570549694000,Swedish,b'han',2b4d378012abff7bb1c45d48ef842816,2b4d378012abff7bb1c45d48ef842816,0.999987,4,,,[],b'han',,Basics,Basics-1
1570549694000,Swedish,b'meny',5732fabb8181d3d73a98d813fee99ddb,5732fabb8181d3d73a98d813fee99ddb,0.999841,4,,,[],b'meny',,Basics 2,Basics-2
1570549694000,Swedish,b'\xc3\xa4ter',1924c46831544dc86b5eccb9e6f56317,1924c46831544dc86b5eccb9e6f56317,0.999987,4,,,[],b'ater',,Basics,Basics-1
1570549694000,Swedish,b'flickan',e46c5f6b5fbb2b22eaee36f21788db9c,e46c5f6b5fbb2b22eaee36f21788db9c,0.999948,4,,,[],b'flickan',,Basics 2,Basics-2
1570549694000,Swedish,b'tallrik',bf3e7c442a81352a461eb218fb3d646e,bf3e7c442a81352a461eb218fb3d646e,0.999987,4,,,[],b'tallrik',,Food,Food
1570549694000,Swedish,b'kock',3d6437ea1e768f7b05ff03d9f5953661,3d6437ea1e768f7b05ff03d9f5953661,0.999987,4,,,[],b'kock',,Food,Food
1570549694000,Swedish,b'glas',bc104c3c0f7bb05d6644d716f9a61ac5,bc104c3c0f7bb05d6644d716f9a61ac5,0.999987,4,,,[],b'glas',,Food,Food
1570549694000,Swedish,b'sked',f4f9da0f787dc406c9bda53c9bb34a26,f4f9da0f787dc406c9bda53c9bb34a26,0.999987,4,,,[],b'sked',,Food,Food
1570549694000,Swedish,b'kniv',bd508e015c430eecb1270efeddea74c7,bd508e015c430eecb1270efeddea74c7,0.999987,4,,,[],b'kniv',,Food,Food
1570549694000,Swedish,b'kocken',b79a80fbb9074ae74f6d8442c3f11485,b79a80fbb9074ae74f6d8442c3f11485,0.999987,4,,,[],b'kocken',,Food,Food
1570549694000,Swedish,b'gaffel',cc0e40a06e0bbe140afc9d7b790ea340,cc0e40a06e0bbe140afc9d7b790ea340,0.999987,4,,,[],b'gaffel',,Food,Food
1570549694000,Swedish,b'restaurangen',7b59a9be8dc0a11e6cc4889293c402ff,7b59a9be8dc0a11e6cc4889293c402ff,0.999987,4,,,[],b'restaurangen',,Food,Food
1570549608000,Swedish,b'och',5eadf22da42a89f75121bdfa91290086,5eadf22da42a89f75121bdfa91290086,0.999987,4,,,[],b'och',,Basics,Basics-1
1570549608000,Swedish,b'\xc3\xa4lskar',637ab3943864014f26d8f4656c1058d7,637ab3943864014f26d8f4656c1058d7,0.999987,4,,,[],b'alskar',,Common Phrases,Common-Phrases
1570549608000,Swedish,b'jag',2c6de41ceae837dcc999ef75f5aee7c8,2c6de41ceae837dcc999ef75f5aee7c8,0.999987,4,,,[],b'jag',,Basics,Basics-1
1570549608000,Swedish,b'du',ef52671a205a404f55131d6395be8194,ef52671a205a404f55131d6395be8194,0.999987,4,,,[],b'du',,Basics 2,Basics-2
1570549608000,Swedish,b'te',0112af6d0c58020fa4ee3901afb5c288,0112af6d0c58020fa4ee3901afb5c288,0.999302,4,,,[],b'te',,Food,Food
1570549608000,Swedish,b'om',ef9b1c7f297bf198d594d58d4c440edb,ef9b1c7f297bf198d594d58d4c440edb,0.999987,4,,,[],b'om',,Common Phrases,Common-Phrases
1570549608000,Swedish,b'juice',8a277d18d1fadfa414484bccf567c9aa,8a277d18d1fadfa414484bccf567c9aa,0.999302,4,,,[],b'juice',,Food,Food
1570549608000,Swedish,b'inte',ed1be319b7ebaad6d6fc71aa52b2c4f1,ed1be319b7ebaad6d6fc71aa52b2c4f1,0.999987,4,,,[],b'inte',,Common Phrases,Common-Phrases
1570549608000,Swedish,b'vegetarian',24a328547c5c222942399d23256ab8b2,24a328547c5c222942399d23256ab8b2,0.998532,4,,,[],b'vegetarian',,Food,Food
1570549608000,Swedish,b'tycker',ab06041d5920f46ba4f5f25535e1f105,ab06041d5920f46ba4f5f25535e1f105,0.999987,4,,,[],b'tycker',,Common Phrases,Common-Phrases
1570549608000,Swedish,b'olja',8f234c306a290b25b4bac0867426f3c2,8f234c306a290b25b4bac0867426f3c2,0.998532,4,,,[],b'olja',,Food,Food
1570549608000,Swedish,b'fl\xc3\xa4skk\xc3\xb6tt',0af3a4e7aae1cd091377f1206e7b1e53,0af3a4e7aae1cd091377f1206e7b1e53,0.999302,4,,,[],b'flaskkott',,Food,Food
1570549608000,Swedish,b'kyckling',9ce21d08927b893f5d2348accbf95367,9ce21d08927b893f5d2348accbf95367,0.999811,4,,,[],b'kyckling',,Food,Food
1570549608000,Swedish,b'm\xc3\xa5ltid',36a2ef199c7608ae6da66f0b6145f882,36a2ef199c7608ae6da66f0b6145f882,0.998532,4,,,[],b'maltid',,Food,Food
1570549608000,Swedish,b'glass',22cda2e518a85e50f5042c956c092543,22cda2e518a85e50f5042c956c092543,0.999302,4,,,[],b'glass',,Food,Food
1570549608000,Swedish,b'citron',c6a5e7436bfc7d83c848b537fc1e4cd4,c6a5e7436bfc7d83c848b537fc1e4cd4,0.999302,4,,,[],b'citron',,Food,Food
1570549608000,Swedish,b'k\xc3\xb6tt',aadfc7c0de3bfd063f20323094d51508,aadfc7c0de3bfd063f20323094d51508,0.998532,4,,,[],b'kott',,Food,Food
1570601411000,Portuguese,b'ele',4d99f16b4bdd8cd0a8f5d962301a5be8,4d99f16b4bdd8cd0a8f5d962301a5be8,0.999987,4,b'Pronoun',Masculine,"['93df585e7fd29cbef91c94611710ca66', '7d73e4cc0e9b592b39a96849a806ba47', '6c4b6cb8dc7b3376d0357fdea4ffa8ff']",b'ele',,b'Basics II',Basics-2
1570601411000,Portuguese,b'mais',9fefecb143f6721d8dcb206b3941e8e8,9fefecb143f6721d8dcb206b3941e8e8,0.999987,4,b'Adverb',,[],b'mais',,b'Comparison',Comparison
1570601411000,Portuguese,b'ou',d7f196406588a9763567fda6a2e7b396,d7f196406588a9763567fda6a2e7b396,0.999987,4,b'Conjunction',,[],b'ou',,b'Conjunctions',Conjunctions
1570601411000,Portuguese,b'est\xc3\xa1',455ac580344ff7d74dbb7b9aa3b51dca,455ac580344ff7d74dbb7b9aa3b51dca,0.999987,4,b'Verb',,"['0394652fc4c86554836a698024075e19', '64d5eb26b808624b76f4cdace13c2093', '99cebc64d09034216ee6c3fe786eeb85', 'dead15fb42ee0e52c9c0bc221dce662b', 'bb40a0592f23bf51b41448fbf99d3828', '19775cb87a2e5741685fa1a087fd54f6', 'a3bde4248debff3b67159da875524e07', 'f26a9d200fd1fed04ed067010bc5845a']",b'esta',estar,b'To Be: Ser / Estar',To-Be:-Ser_Estar
1570601411000,Portuguese,b'\xc3\xa9',ba634cde4013c8ff4eee5892e92b3e5b,ba634cde4013c8ff4eee5892e92b3e5b,0.999987,4,b'Verb',,"['5abab7a29bdd1db8ca1372ebc053b36a', 'c246f3dd7d96f167fe12a3f142b00e56', '0dd6934ef0f42a5151850fa8ca018c2c', '0b2e8ac77d30fa3618d3fa68a99df48b', '7e42f7dece8964713da3a3d797d672b9', '0e7b35ffab01b3728809f99e72318c6a']",b'e',ser,b'Basics II',Basics-2
1570601411000,Portuguese,b'nesta',83dc74688f969d7cde8a92352fea6a99,83dc74688f969d7cde8a92352fea6a99,0.999987,4,b'Preposition',Feminine,"['40d7dec4cc9674782fd80abc8e9e9179', '37c3eebcc8b10b308e8c4c1f39a165e2', 'd94f5184a0dc20d22ebceefe11b66950', '3a0abeb8bf14808ca39c389955e668c9', '8a77ceb6bec2b83092cf75638683e2bd', 'd83578207f2dbf2a4c10731fd0782b35', 'ed334e0e684708b0a8a770bdd7b82ef8', '883d85770b568b8e69ccecace1254f17', 'c0c6387fa7cb2a162f8595d70c8c910b', '6e15491a033c59797782c4ff9c45ffa3', '13f1695b5c8f31955679a802022707fe', '392448d099ad7569acbdd19e22980539', '198cdd0e57c4c9253faef8608a207f10', '259687166d828a327aab54173e7d2ff2', '0738832933132bd3bd6174a5010de80e', '216496b43d60de35efe9fd24a133157d', '7044fa3499b41303ca05c568e9ed65bd', 'b712e220fd3eec7f5010b2e9a69bc21d', '1ff58a4e3187c71c2cad27d4abf87925', '5c3c6b6742d4545e11ff1025864cd850', '883d97d05c985bce50c081edd3f10a58', '24b62faac04ad1426d00d479e5195de6', '97b13f63a3db493af59b03f4ae974f8e']",b'nesta',,b'Preposition Contractions 4',Preposition-Contractions-4
1570601411000,Portuguese,b'um',8d7de359f302e3faa2943de5cf671dfe,8d7de359f302e3faa2943de5cf671dfe,0.999987,4,b'Determiner',Masculine,"['4937fee957d27374da32a2c89498b1fc', '268a8338f7d8ca8ac890d0a04a325f8b', '0ac993b175cbb1f7fc35257154ffe1cf', '360572fdd50b790c9137f020ba25abff', '0b3e312f8f539ba48c1b10d1fb60954a', '664fca50e9dae918c31783e316edc872']",b'um',,b'Basics I',Basics-1
1570601411000,Portuguese,b'como',7119cca8190ef59ccea69faa52a83718,7119cca8190ef59ccea69faa52a83718,0.999987,4,b'Conjunction',,['460557b60caed60924e0191342faced6'],b'como',,b'Conjunctions',Conjunctions
1570601411000,Portuguese,b'bons',112aae9517986b5ebb740b2c4fbd4992,112aae9517986b5ebb740b2c4fbd4992,0.999987,4,b'Adjective',Masculine,"['4facfa4eff94ff8fe71e46ee538be561', '3aeb8555dfa1b94544ef62d56869b1d9', '5c285c9927c59e6d7805e0838f521b5a']",b'bons',,b'Adjectives I',Adjectives-I
1570601411000,Portuguese,b'quanto',6cd23e9fba263e2888428a3e1f09ccff,6cd23e9fba263e2888428a3e1f09ccff,0.999987,4,b'Conjunction',,"['35adc5fab4baec4f255d216eacf06be2', 'f250f03a4205090f66b7729f6e5c38d9', 'b601ea7b8990d7579fec4a9dd01f36e5']",b'quanto',,b'Comparison',Comparison
1570601411000,Portuguese,b't\xc3\xa3o',feded4628da76b2cedb3d674a94637da,feded4628da76b2cedb3d674a94637da,0.999987,4,b'Adverb',,[],b'tao',,b'Comparison',Comparison
1570601411000,Portuguese,b'ambos',e819bb1a68b93a4c6689b59b8ade6b65,e819bb1a68b93a4c6689b59b8ade6b65,0.988809,4,b'Pronoun',Masculine,[],b'ambos',,b'Pronouns',Pronouns
1570601411000,Portuguese,b's\xc3\xa3o',0b2e8ac77d30fa3618d3fa68a99df48b,0b2e8ac77d30fa3618d3fa68a99df48b,0.999987,4,b'Verb',,"['ba634cde4013c8ff4eee5892e92b3e5b', '5abab7a29bdd1db8ca1372ebc053b36a', 'c246f3dd7d96f167fe12a3f142b00e56', '0dd6934ef0f42a5151850fa8ca018c2c', '7e42f7dece8964713da3a3d797d672b9', '0e7b35ffab01b3728809f99e72318c6a']",b'sao',ser,b'Plurals',Plurals
1570601411000,Portuguese,b'que',48bb27b4adc815cd70b1d8f5f2ab3cc2,48bb27b4adc815cd70b1d8f5f2ab3cc2,0.999987,4,b'Conjunction',,"['e2fea549051ff7e452ae5ffc87c79695', 'fb50f4de39fd14ecee2b1e04cfd10928']",b'que',,b'Comparison',Comparison
1570601411000,Portuguese,b'a',213ad43df9831b7b21ca1d7d79f5d107,213ad43df9831b7b21ca1d7d79f5d107,0.999987,4,b'Determiner',Feminine,"['fd8c0652837da3b194bbacbee9904fdc', 'fa12af21615a3bd10b973b0072f73c15', '682457a1f31cddf7d3a3be46058885fa', '5f5302712fc288cc75a4f27771b4ea2b', 'c7915410a9cff730ffe8e8d56a78df22', '955c040cc84408f9e687f99d4778b03b', 'e941e5d2a62d663f8f17ed3228297521']",b'a',,b'Basics II',Basics-2
1570601411000,Portuguese,b'uma',4937fee957d27374da32a2c89498b1fc,4937fee957d27374da32a2c89498b1fc,0.999987,4,b'Determiner',Feminine,"['8d7de359f302e3faa2943de5cf671dfe', '268a8338f7d8ca8ac890d0a04a325f8b', '0ac993b175cbb1f7fc35257154ffe1cf', '360572fdd50b790c9137f020ba25abff', '0b3e312f8f539ba48c1b10d1fb60954a', '664fca50e9dae918c31783e316edc872']",b'uma',,b'Basics I',Basics-1
1570601411000,Portuguese,b'o',955c040cc84408f9e687f99d4778b03b,955c040cc84408f9e687f99d4778b03b,0.999987,4,b'Determiner',Masculine,"['fd8c0652837da3b194bbacbee9904fdc', 'fa12af21615a3bd10b973b0072f73c15', '682457a1f31cddf7d3a3be46058885fa', '5f5302712fc288cc75a4f27771b4ea2b', '213ad43df9831b7b21ca1d7d79f5d107', 'c7915410a9cff730ffe8e8d56a78df22', 'e941e5d2a62d663f8f17ed3228297521']",b'o',,b'Basics II',Basics-2
1570601411000,Portuguese,b'\xc3\xa0',2fc99353364e5826e8fb20a28ae8a82b,2fc99353364e5826e8fb20a28ae8a82b,0.999987,4,b'Preposition',Feminine,"['aa3a11eceabfaceac9f29576f033adfe', '5f82c568adeb26db8271508950da4b0c', '24fc97ccd9ff522b031c03abd4929516', 'e53d8ab35be3575d05d07bfb813a4fb3', '8e1ffa75ba819f17de8c4e84d5e8b484', 'ce68a855ca640941119ba662ab5ff564']",b'a',,b'Preposition Contractions 2',Preposition-Contractions-2
1570601411000,Portuguese,b'n\xc3\xa3o',2b4b2568171ac6cb9b586f5d3a7d04fd,2b4b2568171ac6cb9b586f5d3a7d04fd,0.999987,4,b'Adverb',,[],b'nao',,b'Common Phrases',Common-Phrases
1570601411000,Portuguese,b'outra',e6062b41547ee269478d97cd16fff0ea,e6062b41547ee269478d97cd16fff0ea,0.999987,4,b'Pronoun',Feminine,"['f2a8807aa5a950f5957f438adc859921', '87c5b336df36522479335971a3c80a4e', '248512e9fa8fd70b622bd919437df317', '607006f41c85861e8d54201c952e0b20', 'e750a3cf8aedb1cd7f3f16143cad8d16']",b'outra',,b'Pronouns',Pronouns
1570601411000,Portuguese,b'umas',268a8338f7d8ca8ac890d0a04a325f8b,268a8338f7d8ca8ac890d0a04a325f8b,0.999987,4,b'Pronoun',Feminine,"['8d7de359f302e3faa2943de5cf671dfe', '4937fee957d27374da32a2c89498b1fc', '0ac993b175cbb1f7fc35257154ffe1cf', '360572fdd50b790c9137f020ba25abff', '0b3e312f8f539ba48c1b10d1fb60954a', '664fca50e9dae918c31783e316edc872']",b'umas',,b'Pronouns',Pronouns
1570601411000,Portuguese,b'outro',87c5b336df36522479335971a3c80a4e,87c5b336df36522479335971a3c80a4e,0.999987,4,b'Pronoun',Masculine,"['e6062b41547ee269478d97cd16fff0ea', 'f2a8807aa5a950f5957f438adc859921', '248512e9fa8fd70b622bd919437df317', '607006f41c85861e8d54201c952e0b20', 'e750a3cf8aedb1cd7f3f16143cad8d16']",b'outro',,b'Pronouns',Pronouns
1570601411000,Portuguese,b'uns',0ac993b175cbb1f7fc35257154ffe1cf,0ac993b175cbb1f7fc35257154ffe1cf,0.999987,4,b'Pronoun',Masculine,"['8d7de359f302e3faa2943de5cf671dfe', '4937fee957d27374da32a2c89498b1fc', '268a8338f7d8ca8ac890d0a04a325f8b', '360572fdd50b790c9137f020ba25abff', '0b3e312f8f539ba48c1b10d1fb60954a', '664fca50e9dae918c31783e316edc872']",b'uns',,b'Pronouns',Pronouns
1570601411000,Portuguese,b'um',360572fdd50b790c9137f020ba25abff,360572fdd50b790c9137f020ba25abff,0.999987,4,b'Pronoun',Masculine,"['8d7de359f302e3faa2943de5cf671dfe', '4937fee957d27374da32a2c89498b1fc', '268a8338f7d8ca8ac890d0a04a325f8b', '0ac993b175cbb1f7fc35257154ffe1cf', '0b3e312f8f539ba48c1b10d1fb60954a', '664fca50e9dae918c31783e316edc872']",b'um',,b'Pronouns',Pronouns
1570601198000,Portuguese,b'hoje',8328751cf2a620eefcf55a2239111459,8328751cf2a620eefcf55a2239111459,0.999987,4,b'Adverb',,[],b'hoje',,b'Verbs: Present 1',Verbs:-Present-1
1570601198000,Portuguese,b'simples',5f1694809d28861a660ad3261a59ab03,5f1694809d28861a660ad3261a59ab03,0.999987,4,b'Adjective',,[],b'simples',,b'Adjectives II',Adjectives-2
1570601198000,Portuguese,b'do',0aabb7dc13f4b84e878edb2221b27915,0aabb7dc13f4b84e878edb2221b27915,0.999987,4,b'Preposition',Masculine,"['71fed6fc50077ce201770f41e265054d', '8b9791a0ef33351c5b827c1facad6cab', '16474ee6713a40c6407a8a86ce7cd71c', '69fdb2b105eff102b3dc8d3b3f3e1e62', '1445d9d6f1ed57553d0f457b7531f2b1', '8da7974907978db274372954e05d24e1', '448ed4b926c412ecc596aaecf3df2900', '85d90492260ca9466ee2eac8d3b56976', '67db35f46f7542a59635b070d9295a69', 'd836c4480d683341b78689c1458a912b', 'b96bcaee2d6e9bd1dd87265320a27f0f', 'ea820c709c87f490fc95b047387a6636', '68520e0e0186aad33b2ee219fd259152', '766ad8a47bf463550c2d1473e4ab2d6d', '968470bca1e2a318a99ce68ee708154b', '77203439fcfa49c0d62c5186173c84cf', 'a939693d309a9bd7c0cab3c667e2f2c9', '2de0f3fa60c174cc93c2c92e29446826', '27eb1a8dc370e269679aa816d4214bfd', '1388c9828f408b1f9d1d850523d6b290', 'bcc40876181553a171fbc93e9f543f85', 'aa136886632f6e02b3d7babebbef2d6e', 'd7df3b58fb0dcb3624c181995c2eadac']",b'do',,b'Preposition Contractions 1',Preposition-Contractions-1
1570601198000,Portuguese,b'dentro',e7f86a2a30edd4502f86596cf999ab48,e7f86a2a30edd4502f86596cf999ab48,0.999987,4,b'Adverb',,[],b'dentro',,b'Adverbs',Adverbs
1570601198000,Portuguese,b'definitivamente',9488a192c4e96057cb50b488d50910cb,9488a192c4e96057cb50b488d50910cb,0.999987,4,b'Adverb',,[],b'definitivamente',,b'Adverbs',Adverbs
1570601198000,Portuguese,b'praticamente',1a47155775b9ed2b396407cbf8ec003a,1a47155775b9ed2b396407cbf8ec003a,0.999987,4,b'Adverb',,[],b'praticamente',,b'Adverbs',Adverbs
1570601198000,Portuguese,b'cedo',ff70a78189066403395f46d301dc2f0c,ff70a78189066403395f46d301dc2f0c,0.999987,4,b'Adverb',,[],b'cedo',,b'Adverbs',Adverbs
1570601198000,Portuguese,b'em',198cdd0e57c4c9253faef8608a207f10,198cdd0e57c4c9253faef8608a207f10,0.999987,4,b'Preposition',,"['40d7dec4cc9674782fd80abc8e9e9179', '37c3eebcc8b10b308e8c4c1f39a165e2', 'd94f5184a0dc20d22ebceefe11b66950', '3a0abeb8bf14808ca39c389955e668c9', '8a77ceb6bec2b83092cf75638683e2bd', 'd83578207f2dbf2a4c10731fd0782b35', 'ed334e0e684708b0a8a770bdd7b82ef8', '883d85770b568b8e69ccecace1254f17', '83dc74688f969d7cde8a92352fea6a99', 'c0c6387fa7cb2a162f8595d70c8c910b', '6e15491a033c59797782c4ff9c45ffa3', '13f1695b5c8f31955679a802022707fe', '392448d099ad7569acbdd19e22980539', '259687166d828a327aab54173e7d2ff2', '0738832933132bd3bd6174a5010de80e', '216496b43d60de35efe9fd24a133157d', '7044fa3499b41303ca05c568e9ed65bd', 'b712e220fd3eec7f5010b2e9a69bc21d', '1ff58a4e3187c71c2cad27d4abf87925', '5c3c6b6742d4545e11ff1025864cd850', '883d97d05c985bce50c081edd3f10a58', '24b62faac04ad1426d00d479e5195de6', '97b13f63a3db493af59b03f4ae974f8e']",b'em',,b'Prepositions 2',Prepositions-2
1570601198000,Portuguese,b'bastante',1fedc4cd0b3269028b992ac01933f889,1fedc4cd0b3269028b992ac01933f889,0.999987,4,b'Adverb',,[],b'bastante',,b'Adverbs',Adverbs
1570601198000,Portuguese,b'minha',70e79ed0b304a22a9b51cc3f26c36d73,70e79ed0b304a22a9b51cc3f26c36d73,0.999987,4,b'Determiner',Feminine,"['3c03900a9a6992a1ae0f084d9f6d6750', 'edc0b04906d09cf9d4048dc04f41d7db', '6c558ba7b5eec26c7f55610733117e83']",b'minha',,b'Possessives',Possessives
1570601198000,Portuguese,b'ela',7d73e4cc0e9b592b39a96849a806ba47,7d73e4cc0e9b592b39a96849a806ba47,0.999987,4,b'Pronoun',Feminine,"['4d99f16b4bdd8cd0a8f5d962301a5be8', '93df585e7fd29cbef91c94611710ca66', '6c4b6cb8dc7b3376d0357fdea4ffa8ff']",b'ela',,b'Basics II',Basics-2
1570601198000,Portuguese,b'voc\xc3\xaa',ae28bc4c0c21361b5d7ffee94982eefa,ae28bc4c0c21361b5d7ffee94982eefa,0.999987,4,b'Pronoun',,['1acf23ffbb788d259351dc5e9cb749f8'],b'voce',,b'Basics II',Basics-2
1570601198000,Portuguese,b'pouco',170eea9a61718393b7dafc48e7eb814e,170eea9a61718393b7dafc48e7eb814e,0.999987,4,b'Adverb',,"['f5088068daa19babb4c8ff5b84bebd5b', '3315e8ef6e9df550a0744a2b6e47a8e5', '9fc5b2f76b600092aede6667780d8e4f', '8b441aac3bcb784a0cf9a2580bdd4ee6']",b'pouco',,b'Adverbs',Adverbs
1570601198000,Portuguese,b'eles',6c4b6cb8dc7b3376d0357fdea4ffa8ff,6c4b6cb8dc7b3376d0357fdea4ffa8ff,0.999987,4,b'Pronoun',Masculine,"['4d99f16b4bdd8cd0a8f5d962301a5be8', '93df585e7fd29cbef91c94611710ca66', '7d73e4cc0e9b592b39a96849a806ba47']",b'eles',,b'Plurals',Plurals
1570601198000,Portuguese,b'fora',76847e08c581788b4a36f3d9e382b4fd,76847e08c581788b4a36f3d9e382b4fd,0.999987,4,b'Adverb',,[],b'fora',,b'Adverbs',Adverbs
1570601198000,Portuguese,b'est\xc3\xa3o',dead15fb42ee0e52c9c0bc221dce662b,dead15fb42ee0e52c9c0bc221dce662b,0.999987,4,b'Verb',,"['455ac580344ff7d74dbb7b9aa3b51dca', '0394652fc4c86554836a698024075e19', '64d5eb26b808624b76f4cdace13c2093', '99cebc64d09034216ee6c3fe786eeb85', 'bb40a0592f23bf51b41448fbf99d3828', '19775cb87a2e5741685fa1a087fd54f6', 'a3bde4248debff3b67159da875524e07', 'f26a9d200fd1fed04ed067010bc5845a']",b'estao',estar,b'To Be: Ser / Estar',To-Be:-Ser_Estar
1570601198000,Portuguese,b'assim',2bed70f2fc6226f5e109411e7c15a669,2bed70f2fc6226f5e109411e7c15a669,0.999987,4,b'Adverb',,[],b'assim',,b'Adverbs',Adverbs
1570601198000,Portuguese,b'atualmente',e916475d8b00132a9a69f30683ecd088,e916475d8b00132a9a69f30683ecd088,0.999987,4,b'Adverb',,[],b'atualmente',,b'Adverbs',Adverbs
1570601198000,Portuguese,b'provavelmente',847cd62f0c67229cbed4eff1dd6cb488,847cd62f0c67229cbed4eff1dd6cb488,0.999987,4,b'Adverb',,[],b'provavelmente',,b'Adverbs',Adverbs
1570601198000,Portuguese,b'aqui',7c367504be52d5063fcbe7ccf3ecec36,7c367504be52d5063fcbe7ccf3ecec36,0.999987,4,b'Adverb',,[],b'aqui',,b'Place adverbs',Place-adverbs
1570601198000,Portuguese,b'demais',b393fedf4d77bc17d45f19906d4aca17,b393fedf4d77bc17d45f19906d4aca17,0.999987,4,b'Adverb',,[],b'demais',,b'Adverbs',Adverbs
1570601411000,Portuguese,b'ele',4d99f16b4bdd8cd0a8f5d962301a5be8,4d99f16b4bdd8cd0a8f5d962301a5be8,0.999987,4,Pronoun,Masculine,"['93df585e7fd29cbef91c94611710ca66', '7d73e4cc0e9b592b39a96849a806ba47', '6c4b6cb8dc7b3376d0357fdea4ffa8ff']",b'ele',,Basics II,Basics-2
1570601411000,Portuguese,b'mais',9fefecb143f6721d8dcb206b3941e8e8,9fefecb143f6721d8dcb206b3941e8e8,0.999987,4,Adverb,,[],b'mais',,Comparison,Comparison
1570601411000,Portuguese,b'ou',d7f196406588a9763567fda6a2e7b396,d7f196406588a9763567fda6a2e7b396,0.999987,4,Conjunction,,[],b'ou',,Conjunctions,Conjunctions
1570601411000,Portuguese,b'est\xc3\xa1',455ac580344ff7d74dbb7b9aa3b51dca,455ac580344ff7d74dbb7b9aa3b51dca,0.999987,4,Verb,,"['0394652fc4c86554836a698024075e19', '64d5eb26b808624b76f4cdace13c2093', '99cebc64d09034216ee6c3fe786eeb85', 'dead15fb42ee0e52c9c0bc221dce662b', 'bb40a0592f23bf51b41448fbf99d3828', '19775cb87a2e5741685fa1a087fd54f6', 'a3bde4248debff3b67159da875524e07', 'f26a9d200fd1fed04ed067010bc5845a']",b'esta',estar,To Be: Ser / Estar,To-Be:-Ser_Estar
1570601411000,Portuguese,b'\xc3\xa9',ba634cde4013c8ff4eee5892e92b3e5b,ba634cde4013c8ff4eee5892e92b3e5b,0.999987,4,Verb,,"['5abab7a29bdd1db8ca1372ebc053b36a', 'c246f3dd7d96f167fe12a3f142b00e56', '0dd6934ef0f42a5151850fa8ca018c2c', '0b2e8ac77d30fa3618d3fa68a99df48b', '7e42f7dece8964713da3a3d797d672b9', '0e7b35ffab01b3728809f99e72318c6a']",b'e',ser,Basics II,Basics-2
1570601411000,Portuguese,b'nesta',83dc74688f969d7cde8a92352fea6a99,83dc74688f969d7cde8a92352fea6a99,0.999987,4,Preposition,Feminine,"['40d7dec4cc9674782fd80abc8e9e9179', '37c3eebcc8b10b308e8c4c1f39a165e2', 'd94f5184a0dc20d22ebceefe11b66950', '3a0abeb8bf14808ca39c389955e668c9', '8a77ceb6bec2b83092cf75638683e2bd', 'd83578207f2dbf2a4c10731fd0782b35', 'ed334e0e684708b0a8a770bdd7b82ef8', '883d85770b568b8e69ccecace1254f17', 'c0c6387fa7cb2a162f8595d70c8c910b', '6e15491a033c59797782c4ff9c45ffa3', '13f1695b5c8f31955679a802022707fe', '392448d099ad7569acbdd19e22980539', '198cdd0e57c4c9253faef8608a207f10', '259687166d828a327aab54173e7d2ff2', '0738832933132bd3bd6174a5010de80e', '216496b43d60de35efe9fd24a133157d', '7044fa3499b41303ca05c568e9ed65bd', 'b712e220fd3eec7f5010b2e9a69bc21d', '1ff58a4e3187c71c2cad27d4abf87925', '5c3c6b6742d4545e11ff1025864cd850', '883d97d05c985bce50c081edd3f10a58', '24b62faac04ad1426d00d479e5195de6', '97b13f63a3db493af59b03f4ae974f8e']",b'nesta',,Preposition Contractions 4,Preposition-Contractions-4
1570601411000,Portuguese,b'um',8d7de359f302e3faa2943de5cf671dfe,8d7de359f302e3faa2943de5cf671dfe,0.999987,4,Determiner,Masculine,"['4937fee957d27374da32a2c89498b1fc', '268a8338f7d8ca8ac890d0a04a325f8b', '0ac993b175cbb1f7fc35257154ffe1cf', '360572fdd50b790c9137f020ba25abff', '0b3e312f8f539ba48c1b10d1fb60954a', '664fca50e9dae918c31783e316edc872']",b'um',,Basics I,Basics-1
1570601411000,Portuguese,b'como',7119cca8190ef59ccea69faa52a83718,7119cca8190ef59ccea69faa52a83718,0.999987,4,Conjunction,,['460557b60caed60924e0191342faced6'],b'como',,Conjunctions,Conjunctions
